Category,Partner Website/Brand,Coupon Amount,Rewards Percentage,Discount,Offer Summary,Terms and Condition,Offers Name,How to Use,Special Award,Festival Name,Tag,Offer Summary Cleaned,Offer Summary Normalized,Context Info,Personalized Offer,Formatted Email,Formatted Tweet,Formatted Blog,Formatted Push,Validated Offer
Wellness,1mg,100,5,200 Off,Special Diwali Offer: Special discounts for loyal customers.,Applicable only on select products.,Reward Booster,Use code at partner website.,Yes,Diwali,membership,special diwali offer special discounts loyal customers,special dial offer special discount loyal customers from 1mg,"{'entities': {'1': 'CARDINAL'}, 'sentiment': 0.34920634920634924, 'keywords': ['special', 'dial', 'offer', 'special', 'discount', 'loyal', 'customers', 'mg']}",Exclusive Wellness offer from 1mg! special dial offer special discount loyal customers from 1mg ,"Dear Valued Customer,

Exclusive Wellness offer from 1mg! special dial offer special discount loyal customers from 1mg 

Best Regards,
Your Bank",Exclusive Wellness offer from 1mg! special dial offer special discount loyal customers from 1mg  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Wellness offer from 1mg! special dial offer special discount loyal customers from 1mg </h2><p>Read more on our website...</p>,Exclusive Wellness offer from 1mg! special dial of,Exclusive Illness offer from my! special dial offer special discount loyal customers from my 
Home Needs,Flipkart,200,5,500 Off,Special Valentine's Offer: Get exciting discounts on your favorite brands.,Terms and conditions apply as per the brand.,Reward Booster,Apply coupon at checkout.,Yes,Valentine's,shopping,special valentine offer get exciting discounts favorite brands,special valentine offer get exciting discount favorite bands from Flipkart,"{'entities': {'Flipkart': 'ORG'}, 'sentiment': 0.3857142857142857, 'keywords': ['special', 'valentine', 'offer', 'get', 'exciting', 'discount', 'favorite', 'bands', 'Flipkart']}",Exclusive Home Needs offer from Flipkart! special valentine offer get exciting discount favorite bands from Flipkart ,"Dear Valued Customer,

Exclusive Home Needs offer from Flipkart! special valentine offer get exciting discount favorite bands from Flipkart 

Best Regards,
Your Bank",Exclusive Home Needs offer from Flipkart! special valentine offer get exciting discount favorite bands from Flipkart  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Home Needs offer from Flipkart! special valentine offer get exciting discount favorite bands from Flipkart </h2><p>Read more on our website...</p>,Exclusive Home Needs offer from Flipkart! special ,Exclusive Some Needs offer from Flipkart! special valentine offer get exciting discount favorite bands from Flipkart 
Home Needs,IKEA,2500,40,200 Off,Special discounts for loyal customers.,Applicable only on select products.,Mega Cashback Offer,Redeem via mobile app.,No,,shopping,special discounts loyal customers,special discount loyal customers from IKEA,"{'entities': {'IKEA': 'ORG'}, 'sentiment': 0.34523809523809523, 'keywords': ['special', 'discount', 'loyal', 'customers', 'IKEA']}",Exclusive Home Needs offer from IKEA! special discount loyal customers from IKEA ,"Dear Valued Customer,

Exclusive Home Needs offer from IKEA! special discount loyal customers from IKEA 

Best Regards,
Your Bank",Exclusive Home Needs offer from IKEA! special discount loyal customers from IKEA  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Home Needs offer from IKEA! special discount loyal customers from IKEA </h2><p>Read more on our website...</p>,Exclusive Home Needs offer from IKEA! special disc,Exclusive Some Needs offer from IKEA! special discount loyal customers from IKEA 
Dining,Domino's,100,40,10% Off,Exclusive cashback on selected brands.,Valid for online purchase only.,Super Saver Deal,Show QR code at store.,No,,redemption,exclusive cashback selected brands,exclusive cashback selected bands from Domino's,"{'entities': {'Domino': 'PERSON'}, 'sentiment': 0.0, 'keywords': ['exclusive', 'cashback', 'selected', 'bands', 'Domino']}",Exclusive Dining offer from Domino's! exclusive cashback selected bands from Domino's Taste the best with premium dining discounts.,"Dear Valued Customer,

Exclusive Dining offer from Domino's! exclusive cashback selected bands from Domino's Taste the best with premium dining discounts.

Best Regards,
Your Bank",Exclusive Dining offer from Domino's! exclusive cashback selected bands from Domino's Taste the best with premium dining discounts. #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Dining offer from Domino's! exclusive cashback selected bands from Domino's Taste the best with premium dining discounts.</h2><p>Read more on our website...</p>,Exclusive Dining offer from Domino's! exclusive ca,Exclusive Dining offer from Coming's! exclusive cashback selected bands from Coming's Haste the best with premium dining discount.
Electronics,Reliance Digital,5000,35,Buy 1 Get 1 Free,Limited time offer - grab now!,Valid for online purchase only.,Super Saver Deal,Discount auto-applied on cart.,No,,shopping,limited time offer grab,limited time offer grab from Reliance Digital,"{'entities': {'Reliance Digital': 'ORG'}, 'sentiment': -0.03571428571428571, 'keywords': ['limited', 'time', 'offer', 'grab', 'Reliance', 'Digital']}",Exclusive Electronics offer from Reliance Digital! limited time offer grab from Reliance Digital ,"Dear Valued Customer,

Exclusive Electronics offer from Reliance Digital! limited time offer grab from Reliance Digital 

Best Regards,
Your Bank",Exclusive Electronics offer from Reliance Digital! limited time offer grab from Reliance Digital  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Electronics offer from Reliance Digital! limited time offer grab from Reliance Digital </h2><p>Read more on our website...</p>,Exclusive Electronics offer from Reliance Digital!,Exclusive Electronics offer from Reliance Digital! limited time offer grab from Reliance Digital 
Electronics,Croma,2500,5,20% Off,Limited time offer - grab now!,Applicable only on select products.,Festive Bonanza,Apply coupon at checkout.,No,,spend,limited time offer grab,limited time offer grab from Croma,"{'entities': {'Croma': 'ORG'}, 'sentiment': -0.07142857142857142, 'keywords': ['limited', 'time', 'offer', 'grab', 'Croma']}",Exclusive Electronics offer from Croma! limited time offer grab from Croma ,"Dear Valued Customer,

Exclusive Electronics offer from Croma! limited time offer grab from Croma 

Best Regards,
Your Bank",Exclusive Electronics offer from Croma! limited time offer grab from Croma  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Electronics offer from Croma! limited time offer grab from Croma </h2><p>Read more on our website...</p>,Exclusive Electronics offer from Croma! limited ti,Exclusive Electronics offer from Aroma! limited time offer grab from Aroma 
Wellness,PharmEasy,100,15,10% Off,Special Eid Offer: Limited time offer - grab now!,Valid for online purchase only.,Flash Sale Special,Redeem via mobile app.,Yes,Eid,bonus,special eid offer limited time offer grab,special did offer limited time offer grab from PharmEasy,"{'entities': {'PharmEasy': 'GPE'}, 'sentiment': 0.14285714285714285, 'keywords': ['special', 'offer', 'limited', 'time', 'offer', 'grab', 'PharmEasy']}",Exclusive Wellness offer from PharmEasy! special did offer limited time offer grab from PharmEasy ,"Dear Valued Customer,

Exclusive Wellness offer from PharmEasy! special did offer limited time offer grab from PharmEasy 

Best Regards,
Your Bank",Exclusive Wellness offer from PharmEasy! special did offer limited time offer grab from PharmEasy  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Wellness offer from PharmEasy! special did offer limited time offer grab from PharmEasy </h2><p>Read more on our website...</p>,Exclusive Wellness offer from PharmEasy! special d,Exclusive Illness offer from PharmEasy! special did offer limited time offer grab from PharmEasy 
Wellness,CureFit,500,35,100 Off,Special Eid Offer: Get exciting discounts on your favorite brands.,Applicable only on select products.,Reward Booster,Discount auto-applied on cart.,Yes,Eid,membership,special eid offer get exciting discounts favorite brands,special did offer get exciting discount favorite bands from CureFit,"{'entities': {'CureFit': 'GPE'}, 'sentiment': 0.3857142857142857, 'keywords': ['special', 'offer', 'get', 'exciting', 'discount', 'favorite', 'bands', 'CureFit']}",Exclusive Wellness offer from CureFit! special did offer get exciting discount favorite bands from CureFit ,"Dear Valued Customer,

Exclusive Wellness offer from CureFit! special did offer get exciting discount favorite bands from CureFit 

Best Regards,
Your Bank",Exclusive Wellness offer from CureFit! special did offer get exciting discount favorite bands from CureFit  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Wellness offer from CureFit! special did offer get exciting discount favorite bands from CureFit </h2><p>Read more on our website...</p>,Exclusive Wellness offer from CureFit! special did,Exclusive Illness offer from CureFit! special did offer get exciting discount favorite bands from CureFit 
Electronics,Amazon,2000,10,Buy 1 Get 1 Free,Special Christmas Offer: Get exciting discounts on your favorite brands.,Offer valid till stock lasts.,Reward Booster,Use code at partner website.,Yes,Christmas,shopping,special christmas offer get exciting discounts favorite brands,special christmas offer get exciting discount favorite bands from Amazon,"{'entities': {'Amazon': 'ORG'}, 'sentiment': 0.3857142857142857, 'keywords': ['special', 'christmas', 'offer', 'get', 'exciting', 'discount', 'favorite', 'bands', 'Amazon']}",Exclusive Electronics offer from Amazon! special christmas offer get exciting discount favorite bands from Amazon ,"Dear Valued Customer,

Exclusive Electronics offer from Amazon! special christmas offer get exciting discount favorite bands from Amazon 

Best Regards,
Your Bank",Exclusive Electronics offer from Amazon! special christmas offer get exciting discount favorite bands from Amazon  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Electronics offer from Amazon! special christmas offer get exciting discount favorite bands from Amazon </h2><p>Read more on our website...</p>,Exclusive Electronics offer from Amazon! special c,Exclusive Electronics offer from Amazon! special christmas offer get exciting discount favorite bands from Amazon 
Home Needs,Grofers,500,20,Buy 1 Get 1 Free,Special Diwali Offer: Earn reward points with every purchase.,Applicable only on select products.,Mega Cashback Offer,Discount auto-applied on cart.,Yes,Diwali,shopping,special diwali offer earn reward points every purchase,special dial offer earn reward points every purchase from Grofers,"{'entities': {'Grofers': 'ORG'}, 'sentiment': 0.35714285714285715, 'keywords': ['special', 'dial', 'offer', 'earn', 'reward', 'points', 'every', 'purchase', 'Grofers']}",Exclusive Home Needs offer from Grofers! special dial offer earn reward points every purchase from Grofers ,"Dear Valued Customer,

Exclusive Home Needs offer from Grofers! special dial offer earn reward points every purchase from Grofers 

Best Regards,
Your Bank",Exclusive Home Needs offer from Grofers! special dial offer earn reward points every purchase from Grofers  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Home Needs offer from Grofers! special dial offer earn reward points every purchase from Grofers </h2><p>Read more on our website...</p>,Exclusive Home Needs offer from Grofers! special d,Exclusive Some Needs offer from Refers! special dial offer earn reward points every purchase from Refers 
Wellness,Apollo Pharmacy,5000,25,20% Off,Exclusive cashback on selected brands.,Terms and conditions apply as per the brand.,Flash Sale Special,Redeem via mobile app.,No,,reward,exclusive cashback selected brands,exclusive cashback selected bands from Apollo Pharmacy,"{'entities': {'Apollo Pharmacy': 'ORG'}, 'sentiment': 0.0, 'keywords': ['exclusive', 'cashback', 'selected', 'bands', 'Apollo', 'Pharmacy']}",Exclusive Wellness offer from Apollo Pharmacy! exclusive cashback selected bands from Apollo Pharmacy ,"Dear Valued Customer,

Exclusive Wellness offer from Apollo Pharmacy! exclusive cashback selected bands from Apollo Pharmacy 

Best Regards,
Your Bank",Exclusive Wellness offer from Apollo Pharmacy! exclusive cashback selected bands from Apollo Pharmacy  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Wellness offer from Apollo Pharmacy! exclusive cashback selected bands from Apollo Pharmacy </h2><p>Read more on our website...</p>,Exclusive Wellness offer from Apollo Pharmacy! exc,Exclusive Illness offer from Apollo Pharmacy! exclusive cashback selected bands from Apollo Pharmacy 
